Result;Type;Category;Position X;Position Y
679;0;1;7.260903;2.006861
679;0;0;4.334528;0.5511498
679;0;0;6.97262;1.035566
680;1;1;1.596708;7.477941
680;1;2;6.642793;8.671901
680;1;1;3.542137;7.84404
680;1;1;4.573404;7.709928
680;1;1;5.795647;6.870718
680;0;0;8.422097;2.052516
680;0;0;3.35121;2.180599
680;0;2;7.086398;0.7462426
680;0;0;1.482946;2.463518
680;0;1;6.007805;2.18873
680;0;1;1.009073;1.819062
680;0;1;8.005426;1.768272
680;0;0;1.595672;1.637051
681;1;2;3.228625;6.754585
681;1;1;1.154183;8.025915
681;1;2;8.242425;7.675294
681;1;2;6.530185;7.175146
681;0;2;5.786212;1.911801
681;0;2;4.90425;1.94073
681;0;1;5.181726;1.606526
681;0;1;6.645397;1.177822
681;0;2;4.357785;0.7787384
681;0;0;3.732453;1.947818
682;1;1;5.994485;6.525403
682;1;2;8.006866;9.290298
682;1;2;4.301368;6.885118
682;1;1;8.183561;7.994739
682;1;1;8.198783;7.30302
682;0;0;5.690357;1.324328
682;0;0;1.341106;2.457172
682;0;2;5.598162;0.8177267
682;0;2;4.417616;1.379431
682;0;2;3.296864;2.30597
682;0;1;7.564472;0.5770409
683;1;1;3.462117;7.465115
683;1;1;7.585254;8.958147
683;1;1;7.655925;6.958339
683;1;1;7.742786;6.48278
683;1;2;5.049753;7.775004
683;0;1;2.419915;1.329479
683;0;0;4.154129;1.726066
683;0;1;0.9765304;1.430763
683;0;2;4.18803;1.116113
683;0;1;5.768365;1.95141
683;0;2;7.303689;0.452335
683;0;0;3.626474;0.6151097
684;1;1;6.00437;6.538955
684;1;2;4.191826;6.966988
684;1;2;7.477792;8.836361
684;1;1;3.04979;7.195652
684;1;1;2.259651;6.522904
684;0;0;5.02879;2.358273
684;0;1;6.258397;0.4548227
684;0;0;0.8423246;1.657807
684;0;0;5.787799;0.9281193
684;0;1;7.81738;1.834235
684;0;0;7.182136;0.6263956
684;0;0;4.674135;0.5135031
684;0;2;5.483648;1.824624
685;1;2;7.870881;8.596062
685;1;1;1.960902;6.592309
685;1;2;6.579274;6.942337
685;1;1;2.342854;9.095703
685;1;1;3.60956;6.570278
685;0;1;8.110998;0.8911041
685;0;2;6.020058;2.331717
685;0;0;5.39364;1.743327
685;0;2;5.864536;0.4799446
685;0;1;1.759335;2.484958
685;0;1;3.138666;1.758093
685;0;0;7.041887;2.515788
686;1;2;2.345491;8.522613
686;1;1;1.976566;6.996452
686;1;1;7.014232;6.52781
686;1;1;3.344921;6.556174
686;1;2;8.40058;7.943493
686;0;0;4.166469;1.656588
686;0;0;3.372871;2.001597
686;0;2;8.359419;2.473248
686;0;0;0.7440733;1.774526
686;0;1;3.210129;2.309012
686;0;0;2.183158;0.5115219
686;0;1;5.041089;0.4971968
686;0;0;8.636771;0.9479339
687;1;1;1.961656;7.764153
687;1;1;8.155808;8.465339
687;1;2;5.801993;6.803297
687;1;2;3.26249;7.011842
687;1;1;7.517498;6.790721
687;0;0;7.856194;0.9609808
687;0;0;1.835502;1.594254
687;0;2;5.203188;2.382684
687;0;0;6.094148;0.5592553
687;0;0;3.932271;1.366909
687;0;1;4.41861;1.035838
687;0;0;6.177618;2.137922
687;0;0;7.225212;2.106803
688;1;2;7.986363;7.691946
688;1;1;3.602926;6.364297
688;1;1;7.310526;6.437542
688;1;1;1.735141;8.832527
688;1;1;2.073609;8.330469
688;0;1;2.765831;2.078598
688;0;0;2.89952;1.413192
688;0;2;8.066671;0.7839172
688;0;2;5.063303;1.214621
688;0;2;7.004989;1.904523
688;0;0;4.145761;1.056157
689;1;1;7.9241;9.106032
689;1;1;6.588207;8.651525
689;1;2;1.634088;8.745974
689;1;1;7.740408;6.868554
689;1;1;4.744939;7.577546
689;0;0;8.467699;1.765182
689;0;2;6.014432;1.587622
689;0;2;7.40224;0.660086
689;0;0;2.929582;1.324574
689;0;1;7.728751;1.126048
689;0;1;7.192353;1.951488
689;0;0;6.238521;2.174506
690;1;2;1.127911;8.46293
690;1;2;6.159565;6.339646
690;1;1;2.673084;7.637823
690;1;1;2.130069;6.428646
690;1;1;7.892528;8.478592
690;0;1;1.017073;2.373864
690;0;2;4.517503;0.6045513
690;0;0;4.26816;0.9623438
690;0;1;3.724496;0.8577871
690;0;2;6.354954;1.10509
690;0;2;7.970871;1.694146
691;1;1;3.749759;6.708261
691;1;2;1.25402;7.180559
691;1;1;8.426318;8.987409
691;1;1;7.025349;6.981471
691;1;1;6.144226;7.942993
691;0;0;3.455673;2.011307
691;0;0;2.168189;1.690107
691;0;0;6.813151;1.27654
691;0;1;1.307663;2.299329
691;0;0;2.495814;2.373587
691;0;2;7.58686;0.8455644
691;0;1;3.412667;0.5122695
691;0;0;3.322788;1.361473
692;1;1;2.53867;7.041852
692;1;2;2.626183;6.494393
692;1;1;8.297983;6.320721
692;1;1;8.241735;9.151877
692;1;1;7.106787;7.56535
692;0;2;3.20185;0.8833091
692;0;0;4.294547;1.57167
692;0;2;3.932847;2.518826
692;0;1;4.74023;1.632653
692;0;0;5.774728;1.851783
692;0;1;7.920769;1.265653
692;0;1;1.274378;1.351272
693;1;2;1.857648;9.276771
693;1;2;6.039643;6.375518
693;1;2;7.958349;6.432182
693;1;1;4.156903;7.433781
693;0;1;1.921313;2.182158
693;0;0;8.037774;0.8469197
693;0;1;3.434662;0.9970449
693;0;1;4.245064;1.092554
693;0;2;3.633289;2.071479
693;0;0;0.7174041;0.9794943
693;0;0;6.455721;0.7880307
693;0;0;1.315583;0.8452269
694;1;1;3.382904;7.731718
694;1;1;7.350469;8.369625
694;1;1;6.516518;6.995986
694;1;2;3.811013;6.55589
694;1;1;1.715032;8.870143
694;0;1;4.510027;0.9744285
694;0;2;5.27081;0.8100487
694;0;0;5.820207;1.230526
694;0;1;7.63493;2.140907
694;0;0;6.801719;1.814335
694;0;2;7.662162;0.5537621
694;0;1;2.926183;2.47194
695;1;1;7.383804;7.113178
695;1;2;2.249702;8.484097
695;1;2;3.106064;6.87483
695;1;1;6.176631;7.906468
695;1;1;1.192225;7.0655
695;0;0;0.9648882;2.033169
695;0;0;6.639348;0.4449025
695;0;0;5.836108;2.000117
695;0;2;2.642297;1.488603
695;0;0;6.117319;2.225826
695;0;0;7.572788;1.113109
695;0;1;5.528512;1.541689
695;0;0;6.545276;1.982501
696;1;2;3.013842;6.700324
696;1;1;6.84777;8.395412
696;1;2;7.7748;8.047087
696;1;2;5.763635;7.565388
696;0;0;6.791028;1.285576
696;0;1;7.419841;1.648878
696;0;0;5.02443;1.826392
696;0;1;4.281981;1.085323
696;0;1;4.200045;2.197141
696;0;1;2.854229;0.8530392
696;0;2;8.701939;0.5486653
697;1;1;6.113913;7.578676
697;1;2;5.461043;6.660975
697;1;1;2.695637;8.781292
697;1;1;8.354043;6.994147
697;1;1;7.004374;6.361726
697;0;0;2.853229;2.091998
697;0;1;1.964735;1.385576
697;0;1;8.229465;1.394127
697;0;0;2.769581;1.365073
697;0;0;5.676241;2.262276
697;0;2;5.997975;0.600275
697;0;1;5.531223;1.31097
697;0;0;1.348117;0.6171538
698;1;1;5.910532;7.813767
698;1;1;7.36208;7.813079
698;1;1;1.370122;6.455249
698;1;1;6.445353;6.83308
698;1;2;2.403256;7.414152
698;0;0;5.27935;1.214926
698;0;0;3.833771;0.7604078
698;0;0;6.281839;1.389754
698;0;0;4.192421;2.250458
698;0;0;7.305893;0.8034953
698;0;1;6.385135;1.893832
698;0;0;5.165886;1.729554
698;0;1;2.471592;2.254807
698;0;0;4.992603;0.7252312
699;1;1;2.93247;7.500868
699;1;2;4.694984;7.861726
699;1;1;8.347341;6.560067
699;1;1;5.495669;6.351737
699;1;2;6.778381;8.881526
699;0;2;5.648571;1.770328
699;0;1;7.799068;2.171617
699;0;0;1.294096;1.324356
699;0;1;1.939643;1.958975
699;0;2;5.14152;1.501405
699;0;1;3.46668;0.7647396
699;0;0;5.133823;0.6076995
700;1;2;1.182348;8.842004
700;1;2;2.686115;9.292459
700;1;1;3.898164;7.85549
700;1;1;4.518685;6.702667
700;1;1;7.444133;8.335938
700;0;1;5.276433;0.6306996
700;0;0;3.536882;1.3812
700;0;0;1.408;1.129661
700;0;0;6.500312;0.5848125
700;0;0;6.920791;1.496136
700;0;0;2.607905;1.808423
700;0;1;6.808735;2.325376
700;0;1;5.65821;1.347644
700;0;0;4.057587;0.9770061
701;1;2;6.615436;8.346446
701;1;1;7.873044;6.760782
701;1;2;2.367495;6.641331
701;1;2;1.928889;9.151893
701;0;0;7.858334;0.7275126
701;0;2;5.419505;1.101186
701;0;1;5.764957;2.42775
701;0;1;6.22551;2.415395
701;0;1;7.053665;0.5995257
701;0;2;2.106999;2.247921
701;0;0;1.775523;2.25676
702;1;2;1.829292;8.748734
702;1;2;3.736902;6.645014
702;1;2;8.048839;8.366207
702;1;2;5.183399;7.071852
702;0;0;2.027875;2.466879
702;0;2;1.46586;2.00273
702;0;1;2.776732;1.217491
702;0;2;2.030008;1.761949
702;0;0;5.507399;2.386358
702;0;1;6.9303;1.46118
702;0;0;7.338722;1.858291
703;1;2;2.21718;8.026366
703;1;2;7.457397;6.927525
703;1;1;8.214323;8.911617
703;1;2;0.9924881;7.94928
703;0;1;3.604021;1.538741
703;0;0;5.019213;2.518507
703;0;2;6.763801;1.899913
703;0;0;1.158699;1.570019
703;0;0;3.123794;1.337628
703;0;2;6.611228;0.8660241
703;0;0;3.020816;2.1236
704;1;2;2.232726;9.024875
704;1;1;5.563639;7.428694
704;1;1;8.266258;8.057089
704;1;2;5.642569;6.676169
704;1;1;2.140071;7.975243
704;0;0;3.776135;1.459293
704;0;0;3.313215;1.218753
704;0;1;5.757426;1.294016
704;0;0;1.15662;1.228993
704;0;0;1.946186;2.089056
704;0;1;6.929938;2.463198
704;0;0;5.183567;0.9921635
704;0;2;4.287061;1.059775
705;1;1;1.868526;7.66907
705;1;1;1.785723;6.863687
705;1;1;7.619572;6.522676
705;1;1;6.417497;6.491304
705;1;1;3.484544;7.357106
705;1;1;7.444572;8.95931
705;0;0;6.302461;0.7650664
705;0;2;4.437085;1.354708
705;0;2;6.492133;1.341294
705;0;2;8.476377;0.9453961
705;0;0;1.034725;1.234846
705;0;2;8.179355;1.81956
706;1;2;3.535148;6.468761
706;1;2;2.135433;6.344951
706;1;2;1.044531;6.534139
706;1;2;7.458954;6.889389
706;0;2;4.388735;0.4881754
706;0;0;5.969487;1.723284
706;0;2;2.219994;0.913922
706;0;0;3.883101;1.657843
706;0;1;5.884597;1.29714
706;0;0;3.087986;2.084162
706;0;1;3.721229;2.204229
707;1;2;2.294661;8.006128
707;1;1;7.701234;8.393291
707;1;2;7.121285;6.392768
707;1;2;1.05919;7.12079
707;0;1;8.664285;1.597211
707;0;2;5.568854;1.674056
707;0;0;3.042401;1.601399
707;0;2;0.6970081;1.824124
707;0;2;7.463027;2.518796
707;0;0;8.087832;1.700646
708;1;2;7.083513;7.406178
708;1;2;2.462239;6.304011
708;1;1;7.114901;9.234832
708;1;1;3.909836;7.289496
708;1;1;8.2447;6.765871
708;0;1;4.879565;1.800503
708;0;0;7.887936;2.270384
708;0;0;1.477044;2.263314
708;0;1;4.941227;1.110704
708;0;2;6.34115;2.164184
708;0;2;5.745174;1.360551
708;0;0;6.257722;0.6843296
709;1;1;5.26032;6.606106
709;1;1;2.634733;7.45773
709;1;2;8.321756;9.234892
709;1;2;1.10498;8.319181
709;1;1;8.19774;7.804431
709;0;0;8.279664;2.476495
709;0;0;8.60574;1.4232
709;0;2;2.392488;2.207343
709;0;2;8.501245;1.836647
709;0;0;8.581959;0.6159084
709;0;1;4.608736;0.5378059
709;0;1;3.328911;2.222689
710;1;2;7.223577;7.654675
710;1;2;2.152737;7.302484
710;1;1;4.370183;6.754811
710;1;1;7.640949;6.353781
710;1;1;3.088729;7.877903
710;0;2;4.990988;0.7696159
710;0;0;4.456764;2.003349
710;0;1;6.922249;1.867734
710;0;0;2.735831;0.7831513
710;0;0;3.728888;2.381397
710;0;0;4.503865;0.4567094
710;0;2;6.665241;0.4824541
711;1;1;2.837174;6.95485
711;1;1;6.101423;6.88862
711;1;2;4.787041;7.594941
711;1;1;2.79466;9.213629
711;1;2;8.356632;8.900679
711;0;1;5.668618;0.4510744
711;0;1;6.1134;1.956967
711;0;0;3.63378;1.215531
711;0;2;6.736766;0.9498516
711;0;2;4.742044;2.270823
711;0;1;5.196348;1.3327
711;0;0;1.459692;0.6177522
712;1;2;2.647705;7.07274
712;1;1;1.611434;6.880868
712;1;2;5.877048;7.304535
712;1;2;8.413994;9.145759
712;0;1;3.371161;2.172626
712;0;0;4.422364;1.155867
712;0;0;8.373451;1.795294
712;0;0;1.827464;1.262075
712;0;2;3.906319;0.8387098
712;0;0;7.565496;0.9302508
712;0;1;8.116296;2.225898
712;0;0;6.958092;0.7548561
713;1;1;5.813976;8.030164
713;1;1;1.605933;7.230626
713;1;2;2.89351;7.223199
713;1;1;6.948052;9.021595
713;1;1;7.505599;7.429609
713;0;0;1.275055;2.359461
713;0;1;8.092169;2.384752
713;0;0;4.524189;1.410342
713;0;0;5.154188;2.504651
713;0;0;1.195026;1.218666
713;0;1;2.457685;0.520211
713;0;1;3.619433;2.319412
713;0;1;8.639771;0.7395107
714;1;1;2.130614;8.198198
714;1;1;4.948891;7.460235
714;1;2;7.518057;6.502202
714;1;2;6.917706;8.969178
714;1;1;1.11258;6.400133
714;0;0;3.291579;1.122332
714;0;0;2.315047;2.346896
714;0;1;7.059683;1.106259
714;0;1;6.292459;0.5503612
714;0;1;2.960232;2.437755
714;0;1;8.367611;1.159158
714;0;0;1.403539;2.313682
714;0;1;4.291955;0.6376603
715;1;1;2.124529;8.257389
715;1;2;4.649302;7.075469
715;1;2;6.78573;9.305559
715;1;1;7.578485;7.587959
715;1;1;1.943163;6.740069
715;0;1;1.037465;2.036486
715;0;2;0.9124701;1.168385
715;0;1;3.038269;1.431778
715;0;1;5.045547;1.815085
715;0;1;1.973936;1.517018
715;0;1;7.894352;0.6498142
715;0;0;6.29863;1.662282
716;1;1;2.702469;7.301677
716;1;2;8.083015;8.72471
716;1;1;6.819555;7.402064
716;1;2;1.605229;8.075237
716;1;1;5.689065;6.335869
716;0;0;4.186525;1.007979
716;0;0;0.7895572;1.501981
716;0;0;8.358394;2.372739
716;0;1;7.536269;1.870545
716;0;2;7.635294;0.7504859
716;0;1;5.279761;1.237801
716;0;1;2.351078;1.116809
716;0;0;6.89174;2.220808
717;1;1;5.697282;6.638569
717;1;1;3.570376;7.938308
717;1;2;4.416272;6.541652
717;1;2;7.459196;8.638049
717;1;1;1.646446;7.957973
717;0;1;0.9808143;2.169214
717;0;1;6.757267;1.990368
717;0;1;1.453791;1.795662
717;0;1;6.762744;0.7908686
717;0;1;3.846725;0.8233126
717;0;1;3.443994;1.226935
717;0;0;2.284595;0.7352833
717;0;0;2.641384;2.06302
718;1;1;1.733616;7.198442
718;1;2;1.449636;6.555502
718;1;2;7.981793;7.375662
718;1;2;5.957506;6.608747
718;0;1;2.133786;1.373062
718;0;0;0.814783;1.269676
718;0;0;2.859724;0.8857815
718;0;0;8.530647;1.286892
718;0;0;6.83519;2.1535
718;0;0;7.731146;1.174534
718;0;0;5.293088;0.7167902
718;0;2;3.397394;1.906348
719;1;1;4.617064;6.92024
719;1;2;7.809979;8.694257
719;1;2;2.555097;7.541178
719;1;1;1.216263;8.713896
719;1;1;1.475303;6.317242
719;0;0;4.029369;1.652474
719;0;0;1.408807;0.6688857
719;0;0;1.176515;1.114316
719;0;2;1.23196;1.620265
719;0;2;5.944312;1.521544
719;0;2;7.964264;0.6363788
719;0;0;7.153018;1.127775
720;1;1;8.404306;6.785952
720;1;2;1.030569;8.6636
720;1;2;3.018508;7.224408
720;1;2;7.231007;7.196959
720;0;0;7.702602;0.9004844
720;0;0;5.167174;0.856032
720;0;2;0.7694182;2.07082
720;0;0;5.582465;1.374535
720;0;1;3.447012;1.349684
720;0;2;4.975189;2.142159
720;0;1;1.511601;0.9746237
721;1;2;6.635065;9.183596
721;1;2;3.984451;7.480939
721;1;2;8.011995;6.465002
721;1;2;1.356378;9.278204
721;0;2;7.936538;1.114479
721;0;2;8.309258;0.5881711
721;0;1;1.360602;1.672124
721;0;2;7.545827;0.4810154
721;0;0;8.372557;1.760453
721;0;1;1.531471;0.8417754
722;1;2;7.27242;7.433906
722;1;2;3.283572;6.300929
722;1;1;1.305519;8.694757
722;1;1;5.696784;6.363332
722;1;1;1.560708;6.853651
722;0;2;2.972439;2.108894
722;0;0;6.560907;1.810064
722;0;1;8.443633;2.181112
722;0;2;1.816341;2.201117
722;0;1;3.880366;2.092503
722;0;2;5.877585;0.4942553
723;1;2;1.524633;8.746737
723;1;2;7.275939;8.967842
723;1;1;7.280788;8.102951
723;1;2;8.10656;6.395189
723;0;0;3.439691;1.770831
723;0;2;0.7284495;1.890825
723;0;2;7.09382;1.116486
723;0;0;8.08433;1.869737
723;0;2;2.550908;0.9386408
723;0;0;3.485274;1.285228
723;0;0;5.611158;1.255363
724;1;2;8.12403;8.115041
724;1;2;4.837272;7.203946
724;1;2;1.276394;8.384207
724;1;2;3.57867;7.405463
724;0;0;1.902577;1.46304
724;0;0;4.918118;1.903317
724;0;2;7.625534;1.143275
724;0;2;8.639824;2.495784
724;0;1;6.683359;1.356861
724;0;1;4.138606;2.434782
724;0;1;6.074039;1.703886
725;1;2;6.000898;6.964212
725;1;1;1.626564;7.599583
725;1;2;8.290699;8.89074
725;1;1;7.70837;6.301277
725;1;1;4.200582;6.96969
725;0;1;5.256136;2.486297
725;0;2;8.153604;0.82544
725;0;2;1.305324;1.707761
725;0;0;4.172499;1.044525
725;0;2;6.465273;1.786516
725;0;0;5.779329;2.123072
726;1;2;1.709473;6.301013
726;1;2;5.381062;6.767986
726;1;2;7.177176;8.32352
726;1;1;1.910579;9.142037
726;0;0;2.968596;0.7745252
726;0;2;3.719415;0.7630689
726;0;0;5.353055;2.502877
726;0;0;6.266965;2.327391
726;0;2;2.213641;2.175532
726;0;0;5.089985;0.5273362
726;0;0;5.16654;2.165612
726;0;0;0.9308134;1.10208
727;1;2;1.028125;8.299301
727;1;2;3.996525;6.55889
727;1;2;5.284439;7.30245
727;1;1;1.523221;7.461727
727;0;0;7.781215;1.000187
727;0;2;2.007215;1.895946
727;0;1;5.892413;0.7529875
727;0;1;8.153578;1.563048
727;0;1;7.539356;1.610521
727;0;1;2.813084;1.850334
727;0;0;0.7598276;0.5614157
728;1;2;2.388353;7.65758
728;1;1;3.610443;7.415054
728;1;1;7.396159;8.054292
728;1;1;8.003299;7.44948
728;1;1;1.086201;8.837523
728;0;2;7.046859;1.94496
728;0;1;7.0826;0.9473792
728;0;1;1.221173;2.196901
728;0;0;7.53886;1.93245
728;0;0;4.160934;2.120912
728;0;1;4.694569;1.239177
728;0;2;1.410919;0.4927985
729;1;1;7.807392;7.576291
729;1;1;5.876633;6.769026
729;1;1;2.658027;6.59314
729;1;1;3.968313;7.099442
729;1;2;1.02867;9.282271
729;0;1;7.100121;1.22678
729;0;0;1.762908;1.020064
729;0;0;2.31744;1.840868
729;0;2;6.397989;1.283306
729;0;0;4.503276;1.594311
729;0;2;8.569371;1.815976
729;0;1;3.428751;0.6784343
730;1;1;7.896337;8.677711
730;1;2;1.788451;7.49794
730;1;2;3.857211;6.98772
730;1;2;7.264849;6.853205
730;0;0;2.671029;2.467294
730;0;1;3.015131;0.4653281
730;0;0;0.831544;2.156481
730;0;1;3.207243;1.503776
730;0;1;5.290842;1.324199
730;0;2;6.336064;0.458033
730;0;0;4.979357;0.8821814
730;0;0;6.441094;1.175136
731;1;1;2.011904;9.208583
731;1;1;1.764171;8.61298
731;1;2;2.840848;7.126646
731;1;1;8.413187;8.747109
731;1;2;7.563992;7.164448
731;0;2;3.761438;2.053029
731;0;0;7.980186;1.906761
731;0;1;5.937225;2.166778
731;0;1;7.116891;2.40765
731;0;1;3.492872;0.9547185
731;0;0;1.863428;1.183221
731;0;2;3.932406;0.5102157
732;1;1;2.509848;7.613871
732;1;1;6.074784;7.696564
732;1;1;4.387865;6.734521
732;1;2;1.824675;6.814543
732;1;1;7.473944;9.133639
732;0;0;4.906972;2.485403
732;0;1;8.190794;0.5890322
732;0;0;8.169972;1.577082
732;0;0;5.441018;0.7882703
732;0;2;4.042553;2.426411
732;0;0;7.540282;1.003266
732;0;2;6.754213;0.8610221
733;1;1;6.461919;6.353834
733;1;1;4.41564;7.529771
733;1;2;0.9815316;8.258422
733;1;2;7.511631;6.891688
733;1;1;2.164751;8.048851
733;0;0;7.934609;1.205842
733;0;1;4.275973;1.962276
733;0;0;5.091988;0.4504056
733;0;2;8.342828;1.212292
733;0;1;6.659674;2.355716
733;0;0;0.682935;1.326355
733;0;2;3.478801;1.680437
734;1;2;7.042109;7.630807
734;1;1;3.216385;7.355208
734;1;1;4.183306;7.136246
734;1;1;1.945047;6.891223
734;1;1;4.839555;6.319313
734;0;2;3.927011;1.128339
734;0;1;8.214509;1.982558
734;0;2;7.592153;1.747776
734;0;0;2.443339;2.19187
734;0;1;3.607;0.5536776
734;0;1;2.280129;1.134669
734;0;0;7.881272;0.8981525
735;1;2;7.005005;6.831545
735;1;2;1.029733;8.786402
735;1;2;7.690143;9.098054
735;1;1;2.362309;8.544166
735;0;1;2.207213;1.45536
735;0;1;3.99459;0.5914508
735;0;0;4.158643;1.620744
735;0;2;7.441323;1.071543
735;0;1;7.052811;0.4530883
735;0;0;1.584849;1.120406
735;0;2;4.6276;0.6881045
736;1;1;5.246388;7.753168
736;1;2;8.3281;8.94062
736;1;1;3.591449;7.202052
736;1;1;1.488243;8.677709
736;1;2;6.709299;7.723204
736;0;2;1.495191;1.568086
736;0;0;8.390821;0.5872179
736;0;1;1.423423;1.930901
736;0;2;5.447427;1.443181
736;0;2;8.349251;2.344475
736;0;1;5.858355;1.891029
737;1;2;7.997408;9.056967
737;1;2;1.638944;6.94869
737;1;2;6.727167;6.623131
737;1;2;3.882685;6.474389
737;0;2;6.635092;2.400965
737;0;1;3.598852;0.9593905
737;0;1;5.705107;1.271839
737;0;2;6.914422;1.379531
737;0;1;2.361114;1.971754
737;0;0;6.515095;1.402027
737;0;0;0.8895175;0.6633095
738;1;2;3.559103;7.439119
738;1;2;2.255335;7.728604
738;1;1;5.967701;7.964365
738;1;1;7.221007;8.653673
738;1;1;6.551272;6.814082
738;0;2;5.091308;1.845365
738;0;0;8.118029;0.4559596
738;0;2;6.532047;0.6991045
738;0;0;3.392009;1.471806
738;0;0;2.42981;1.896564
738;0;1;6.075645;1.378002
738;0;0;7.605436;2.431301
739;1;1;7.976776;6.665111
739;1;1;1.106978;6.371317
739;1;2;2.180225;6.552924
739;1;2;4.335304;6.648027
739;1;1;7.014278;8.592209
739;0;2;2.002669;1.690253
739;0;0;7.105421;1.658524
739;0;2;5.177073;1.933319
739;0;0;8.685434;1.526699
739;0;2;1.504135;1.021534
739;0;2;5.368253;2.249181
740;1;2;7.936883;6.767009
740;1;1;3.363852;7.286164
740;1;1;5.617425;7.944223
740;1;1;6.224513;7.496117
740;1;1;1.091811;8.76804
740;0;0;1.485475;1.563775
740;0;1;2.126291;2.016314
740;0;0;3.21311;1.283887
740;0;0;0.7145905;1.91443
740;0;2;3.286141;0.4786991
740;0;0;2.805578;0.9454484
740;0;0;7.450664;1.592824
740;0;1;8.509564;1.479741
741;1;2;2.514634;8.493213
741;1;1;7.023551;7.098903
741;1;2;3.97484;6.700418
741;1;1;1.524498;7.193581
741;1;1;8.357574;6.601406
741;0;0;3.22331;1.914491
741;0;0;3.653668;0.5216523
741;0;0;1.686955;0.9237922
741;0;0;7.377333;2.261465
741;0;1;7.315471;0.6006492
741;0;1;6.910526;1.813059
741;0;0;6.057383;1.507749
741;0;1;2.946791;1.737351
741;0;0;1.52544;1.160784
742;1;1;7.487805;8.697067
742;1;2;8.001329;7.915425
742;1;1;1.408071;7.741022
742;1;2;2.950756;6.697722
742;1;1;5.831705;7.092679
742;0;0;1.758055;0.8797719
742;0;1;2.972413;1.75122
742;0;2;0.7798476;1.372815
742;0;1;5.803791;1.580701
742;0;2;5.630698;1.013451
742;0;1;6.822187;1.103077
742;0;0;1.00702;0.8334193
743;1;2;5.622514;7.195946
743;1;2;7.4608;7.838738
743;1;2;1.462155;9.222282
743;1;1;3.645244;7.056931
743;0;1;1.121308;1.822261
743;0;2;6.21289;0.929945
743;0;0;1.569853;0.9482111
743;0;2;8.601301;1.422628
743;0;0;4.532285;0.9935023
743;0;1;5.61515;0.492869
743;0;0;2.143103;1.983609
744;1;2;5.71819;7.96072
744;1;2;3.270758;6.553739
744;1;2;2.110347;7.945073
744;1;2;7.524349;7.908711
744;0;1;5.574389;2.495515
744;0;0;5.459269;1.354783
744;0;2;2.896589;1.052889
744;0;0;4.738162;1.154002
744;0;0;2.932825;1.39513
744;0;2;5.404513;0.6575654
744;0;0;4.206162;1.169518
745;1;1;5.953399;7.477707
745;1;1;1.853824;8.683034
745;1;2;8.29919;6.679239
745;1;2;1.322687;7.601584
745;1;1;7.628417;8.826929
745;0;1;2.240608;0.7857667
745;0;2;1.206486;2.40318
745;0;2;5.568233;0.8661759
745;0;0;7.423097;2.449271
745;0;0;6.856408;2.194567
745;0;2;2.454158;2.470366
746;1;2;2.973372;7.394284
746;1;2;5.661019;8.050963
746;1;1;7.565373;7.364772
746;1;2;6.081136;6.557677
746;0;0;5.540093;2.263136
746;0;0;8.162609;1.2208
746;0;0;7.085938;1.524268
746;0;0;0.7745869;2.455542
746;0;2;4.919643;1.843286
746;0;0;7.063857;0.9887952
746;0;0;4.286044;2.111073
746;0;0;6.629124;0.7997236
746;0;0;5.304287;1.420866
747;1;1;1.053443;9.169619
747;1;2;2.611273;6.55894
747;1;1;8.134548;8.373603
747;1;1;4.410875;7.597849
747;1;2;1.489154;8.274644
747;0;0;3.76212;1.406641
747;0;2;8.451377;1.532159
747;0;1;5.15066;2.367796
747;0;1;4.045204;1.47717
747;0;0;5.119231;1.630184
747;0;1;6.791499;0.7397953
747;0;1;5.505046;2.51496
748;1;1;1.516673;8.042693
748;1;1;6.594502;6.961925
748;1;1;2.610296;8.839279
748;1;2;8.025818;8.961405
748;1;1;2.623532;7.004565
748;0;0;8.044853;1.007203
748;0;2;5.088338;1.888572
748;0;1;2.861865;0.5140627
748;0;2;1.415596;2.015617
748;0;1;5.350478;1.101936
748;0;2;5.68511;2.165356
749;1;1;1.184795;8.89728
749;1;2;2.305275;7.407304
749;1;1;6.786216;8.393174
749;1;2;8.080462;8.967543
749;1;1;5.865485;8.056838
749;0;1;7.036363;0.6548703
749;0;1;6.004603;0.8997089
749;0;0;4.346407;1.507575
749;0;2;2.874975;1.137295
749;0;2;6.532028;0.5092514
749;0;2;1.520284;2.509129
750;1;1;2.665605;7.051125
750;1;1;5.845737;6.399702
750;1;1;1.122348;6.982322
750;1;2;8.374135;6.422973
750;1;1;2.553617;6.430807
750;0;2;0.8265146;1.163451
750;0;0;1.079959;2.334098
750;0;2;3.663837;1.637625
750;0;1;2.481566;1.494847
750;0;2;6.463748;0.9831666
750;0;1;3.596816;1.931377
751;1;1;2.913805;6.673176
751;1;1;1.10928;6.502201
751;1;2;2.249638;8.983073
751;1;2;8.108274;9.017613
751;1;1;6.046895;7.120169
751;0;2;8.495906;0.5865041
751;0;1;6.800506;1.952573
751;0;2;4.36482;1.150027
751;0;0;7.115689;1.36508
751;0;0;8.726341;1.360335
751;0;0;4.3044;1.707226
751;0;1;7.770264;1.259251
752;1;2;1.217618;6.607944
752;1;1;2.87674;7.678982
752;1;2;6.886969;7.713178
752;1;2;7.26695;6.752795
752;0;2;2.552707;1.30945
752;0;1;1.600558;1.145645
752;0;0;8.378373;0.4518071
