Result;Type;Category;Position X;Position Y
237;1;2;1.734212;7.70773
237;1;1;6.060951;6.785827
237;1;2;7.179887;9.094397
237;1;1;8.164433;6.993169
237;0;0;3.837579;1.134161
237;0;1;5.067415;0.5054396
237;0;1;6.327242;1.400629
237;0;2;4.845353;0.4410788
237;0;2;3.514724;1.338747
237;0;1;6.572779;2.355457
237;0;0;2.588996;1.561712
238;1;1;8.302877;9.167274
238;1;1;6.634481;7.409919
238;1;2;3.770247;7.845621
238;1;2;2.199631;8.682595
238;1;1;8.273864;8.196228
238;0;1;4.417634;1.492986
238;0;0;3.693071;1.932283
238;0;1;1.044939;0.5342964
238;0;0;1.608183;1.634283
238;0;1;6.325948;2.379746
238;0;1;3.248214;1.045104
238;0;0;6.941662;0.9166635
238;0;0;7.664734;0.574115
239;1;2;1.584582;9.187171
239;1;1;7.686043;8.959982
239;1;1;1.71094;7.429296
239;1;1;5.748738;6.554171
239;1;2;1.952604;6.429486
239;0;1;5.690684;1.764933
239;0;2;1.619436;2.156745
239;0;2;7.33888;2.036091
239;0;2;3.497036;1.223561
239;0;0;4.407791;2.059526
239;0;1;3.598705;1.646346
240;1;2;3.93009;7.358432
240;1;2;7.012622;7.867663
240;1;2;1.532706;7.543535
240;1;1;8.429119;6.946253
240;0;1;7.705225;1.385892
240;0;0;2.305941;2.391277
240;0;0;3.265259;2.040506
240;0;1;2.310223;0.6123564
240;0;0;8.023962;2.384896
240;0;1;2.84762;2.111691
240;0;2;3.767566;1.139065
240;0;0;4.217466;0.7930648
241;1;2;1.912832;7.608412
241;1;1;6.200145;7.830621
241;1;2;7.353158;7.550536
241;1;2;2.074221;6.378702
241;0;2;2.253714;2.183232
241;0;0;2.919218;0.53115
241;0;1;3.005264;1.908873
241;0;0;5.757681;0.6635398
241;0;1;1.377779;2.429178
241;0;0;2.762444;2.106768
241;0;2;6.706483;2.352933
242;1;2;7.392017;7.148283
242;1;1;2.467725;7.477362
242;1;2;4.694582;6.337864
242;1;1;3.633113;6.624867
242;1;1;1.265574;6.936183
242;0;2;1.538074;2.439403
242;0;0;6.937148;2.29714
242;0;1;4.018829;2.444372
242;0;0;0.8992367;0.9857376
242;0;0;7.133151;1.10335
242;0;0;2.447068;2.501501
242;0;2;3.083048;1.192781
243;1;2;3.400854;7.099886
243;1;1;8.221993;7.073499
243;1;2;5.089622;7.436143
243;1;1;6.97067;8.386481
243;1;1;1.583116;8.094072
243;0;1;3.159367;1.807052
243;0;1;4.100615;1.229409
243;0;1;1.832005;1.301075
243;0;2;8.545686;1.653975
243;0;0;6.035379;1.172924
243;0;0;3.759527;0.7914146
243;0;2;6.891382;1.967829
244;1;1;1.592101;9.141331
244;1;2;1.429066;6.363574
244;1;2;7.650192;9.196075
244;1;1;7.83432;6.724524
244;1;1;3.734598;6.44885
244;0;2;2.800639;1.310963
244;0;2;4.907112;2.277343
244;0;2;8.419902;2.250611
244;0;1;4.761531;1.525303
244;0;0;4.104833;0.5538335
244;0;1;1.536231;1.025735
245;1;1;2.980645;6.453794
245;1;2;2.010331;8.945726
245;1;2;5.194617;7.41038
245;1;1;1.208885;7.813139
245;1;1;7.15828;7.049611
245;0;1;7.328599;2.187103
245;0;0;8.208948;2.312921
245;0;0;2.267397;1.739429
245;0;1;1.600779;2.037234
245;0;2;3.16261;1.623898
245;0;1;6.280003;1.526661
245;0;2;4.922011;1.531223
246;1;1;7.398607;7.593234
246;1;2;2.209383;6.754684
246;1;2;6.254314;7.569378
246;1;1;2.562967;9.101503
246;1;1;4.640584;6.521562
246;0;1;7.593879;1.113053
246;0;2;6.904288;0.4447307
246;0;1;2.379779;2.419674
246;0;2;1.180803;0.9382855
246;0;0;7.269711;1.4295
246;0;0;1.73691;2.351675
246;0;1;5.193544;1.402952
247;1;1;6.556326;7.677296
247;1;2;3.961684;6.797879
247;1;2;5.461354;6.924346
247;1;1;7.946627;6.81783
247;1;1;2.103927;7.89294
247;0;1;7.248095;1.674904
247;0;2;3.768205;1.836241
247;0;1;3.99982;2.09009
247;0;1;1.464211;1.291733
247;0;1;4.175393;0.4929592
247;0;0;5.040773;2.353932
247;0;0;7.563743;1.172034
248;1;1;7.400838;9.094547
248;1;2;3.773125;7.339986
248;1;1;5.042192;6.418301
248;1;2;1.744654;6.944528
248;1;1;2.23699;9.003912
248;0;1;6.967038;2.306739
248;0;1;1.136362;1.455347
248;0;1;2.884343;0.7568345
248;0;1;7.602345;1.237195
248;0;1;5.483513;1.577997
248;0;2;1.946967;0.5094924
248;0;1;4.057904;2.206536
249;1;1;1.218238;8.809477
249;1;1;3.618256;7.070027
249;1;2;7.558424;7.159475
249;1;2;2.165583;8.315974
249;1;1;2.612202;6.309162
249;0;0;3.118849;1.608133
249;0;2;5.072161;1.386654
249;0;0;7.420683;0.8371036
249;0;0;6.957535;1.856079
249;0;0;4.635539;0.883238
249;0;2;1.778682;2.51276
249;0;1;5.481882;2.332364
250;1;1;5.388603;7.432884
250;1;1;8.011284;9.011467
250;1;2;7.458063;6.679399
250;1;1;2.67241;6.691413
250;1;1;4.149454;6.79541
250;0;1;7.695468;1.627557
250;0;0;5.436571;2.32107
250;0;0;2.831017;0.5924277
250;0;2;3.960675;2.105814
250;0;1;1.006596;1.766734
250;0;0;2.462079;1.441258
250;0;2;6.707223;1.102576
251;1;1;2.488883;8.311505
251;1;1;2.932376;6.837737
251;1;1;7.130994;9.263421
251;1;1;4.119216;7.327493
251;1;2;5.522969;6.769365
251;0;2;2.698714;2.288563
251;0;2;2.975182;1.371768
251;0;0;5.927745;1.407514
251;0;0;4.460098;1.872848
251;0;1;5.142807;2.478127
251;0;0;2.40156;1.344
251;0;0;3.180068;1.860987
252;1;1;7.568077;8.037577
252;1;2;5.321925;7.989529
252;1;2;5.897985;6.656686
252;1;1;1.369778;7.042433
252;1;1;2.608244;6.591637
252;0;0;3.098216;0.8694035
252;0;0;5.563071;0.5225978
252;0;0;5.322179;1.342899
252;0;0;6.437933;1.001916
252;0;2;7.216051;0.9403356
252;0;0;8.275058;0.9217013
252;0;0;8.697021;1.105595
252;0;2;0.7712435;0.5639337
253;1;2;3.24729;6.961964
253;1;2;2.036082;7.210385
253;1;2;6.608695;7.030063
253;1;2;8.349501;9.284011
253;0;0;2.155029;2.163777
253;0;0;6.761499;0.6422281
253;0;0;3.69849;1.779973
253;0;1;5.22925;1.20375
253;0;1;7.394383;2.187793
253;0;1;2.443129;1.502994
253;0;1;1.807373;2.217835
253;0;0;1.172256;2.385922
254;1;1;7.907896;8.053975
254;1;1;4.05129;7.653601
254;1;2;1.410336;8.519713
254;1;2;5.892282;7.008001
254;1;1;1.880328;7.566241
254;0;2;1.711061;0.5581425
254;0;1;2.121961;1.86721
254;0;2;2.352018;1.483119
254;0;2;2.8924;0.8705484
254;0;1;5.809098;1.390348
254;0;1;6.947875;2.443654
255;1;2;2.106182;8.827966
255;1;2;4.148438;7.967141
255;1;1;5.833418;7.556318
255;1;2;3.64058;6.398137
255;0;1;3.398458;0.6693556
255;0;1;5.360338;0.9285367
255;0;1;6.86872;1.547612
255;0;0;1.693429;1.519858
255;0;2;4.402042;2.406589
255;0;1;4.350874;1.836478
255;0;1;1.616165;2.273711
256;1;2;7.36802;8.937297
256;1;1;1.306452;6.625681
256;1;1;2.668655;7.499492
256;1;2;6.039618;7.663754
256;1;1;6.5874;6.460355
256;0;1;3.052849;2.430697
256;0;0;5.817847;1.739189
256;0;1;4.406235;1.252077
256;0;1;5.011906;0.8268276
256;0;1;2.510712;1.984303
256;0;1;8.032146;2.392662
256;0;2;7.089314;2.275085
257;1;1;4.677863;7.210995
257;1;2;7.841892;8.16008
257;1;2;6.392754;6.523585
257;1;1;1.616639;6.835964
257;1;1;3.800359;6.501106
257;0;1;3.624864;1.332107
257;0;2;6.832516;2.013136
257;0;0;3.901179;0.6320143
257;0;1;4.8112;0.5761349
257;0;2;8.231313;2.140398
257;0;2;7.226215;0.7582476
258;1;1;8.08795;8.803141
258;1;2;6.362132;6.709747
258;1;1;4.068418;7.776474
258;1;2;1.045761;8.890463
258;1;1;7.608001;6.830659
258;0;2;3.574136;1.181885
258;0;0;0.7364414;0.5708321
258;0;0;4.554494;1.101166
258;0;0;8.33484;0.7424345
258;0;2;3.066684;1.825566
258;0;1;2.745626;1.953124
258;0;0;3.458854;1.870656
259;1;1;3.676415;7.47347
259;1;1;7.945202;9.040243
259;1;2;5.98143;6.907686
259;1;1;1.664805;8.69875
259;1;2;2.028181;7.747099
259;0;1;5.109745;1.302891
259;0;0;3.048314;1.734744
259;0;2;5.951095;0.9591247
259;0;1;8.47715;0.9533404
259;0;2;1.546451;1.976365
259;0;2;3.291514;1.203331
260;1;2;3.135242;7.182789
260;1;1;8.303154;7.71958
260;1;1;7.131094;8.16218
260;1;2;7.452742;6.547081
260;1;1;6.192986;6.596147
260;0;1;4.786186;1.852049
260;0;2;4.923491;1.608587
260;0;1;6.471606;1.722602
260;0;0;5.24795;1.801616
260;0;1;3.638056;2.139093
260;0;1;2.459957;2.304134
260;0;0;2.939906;2.014083
261;1;1;4.555267;7.206658
261;1;2;7.851956;9.163156
261;1;1;2.537579;8.581639
261;1;2;1.062889;8.708133
261;1;1;2.561213;7.45722
261;0;2;3.99805;2.282681
261;0;2;2.152701;1.780917
261;0;0;6.097733;2.489852
261;0;0;5.446738;1.601949
261;0;0;1.354979;1.516287
261;0;2;0.8469712;1.846073
261;0;0;6.296909;1.209043
262;1;2;5.250214;8.034678
262;1;2;7.513256;6.683563
262;1;1;1.160053;7.922428
262;1;1;3.368423;7.426108
262;1;1;4.120088;6.744048
262;0;1;6.341099;1.541351
262;0;1;3.624658;2.278546
262;0;0;7.382736;1.095965
262;0;1;6.86333;1.73551
262;0;0;1.920089;1.915556
262;0;0;2.05262;0.6675627
262;0;0;5.280968;2.005863
262;0;0;6.067744;0.7977797
262;0;0;5.285102;2.324177
263;1;2;3.429826;6.88017
263;1;1;5.91597;7.306711
263;1;2;2.692474;8.940175
263;1;1;7.718894;7.929505
263;1;1;5.013536;6.346062
263;0;2;1.181728;1.374037
263;0;2;3.605041;1.515473
263;0;0;6.593236;1.663003
263;0;1;7.174207;1.965099
263;0;0;5.462816;1.646787
263;0;1;5.77425;1.487574
263;0;1;8.270771;1.2275
264;1;2;1.822156;8.331511
264;1;1;7.961564;9.312441
264;1;1;6.156233;6.505026
264;1;1;7.804186;8.697687
264;1;2;3.448198;7.879795
264;0;1;8.445376;1.190659
264;0;2;7.526442;0.8277502
264;0;2;0.8786909;2.118685
264;0;1;4.390849;2.410272
264;0;0;4.072342;0.4563176
264;0;0;3.639506;2.040958
264;0;1;1.623952;1.308879
265;1;2;7.851038;9.218717
265;1;2;1.281612;8.343552
265;1;1;2.222922;6.464559
265;1;1;5.823802;6.543449
265;1;1;7.459589;8.157521
265;0;2;8.195071;1.452821
265;0;1;3.025022;1.023259
265;0;0;5.319209;1.416613
265;0;2;4.290617;1.410625
265;0;2;5.792947;1.993185
265;0;1;3.929367;1.507139
266;1;1;3.214043;7.933935
266;1;2;1.919648;6.567113
266;1;1;7.573815;6.84849
266;1;1;3.514919;6.357389
266;1;2;1.119378;8.950259
266;0;1;5.453479;1.88516
266;0;0;7.427348;2.261711
266;0;2;3.884888;0.7137959
266;0;1;6.008966;2.336581
266;0;2;0.9241123;0.7034234
266;0;0;3.044034;1.912407
266;0;0;4.438597;1.649329
267;1;2;6.603666;6.516706
267;1;1;7.858887;7.06637
267;1;1;1.658822;8.615578
267;1;2;1.587061;6.990514
267;1;1;4.560352;6.447923
267;0;2;2.943896;1.115822
267;0;2;5.605349;0.5119053
267;0;0;1.204969;1.010389
267;0;2;0.8041129;1.646162
267;0;2;4.499698;1.124087
267;0;0;7.490743;1.948422
268;1;2;7.408691;8.268377
268;1;2;6.869939;7.039403
268;1;1;1.140629;7.50548
268;1;2;2.313592;7.677537
268;0;1;2.533533;2.316986
268;0;0;5.921469;2.392269
268;0;0;5.766856;1.787717
268;0;1;4.307178;0.8603482
268;0;1;6.448939;0.9005241
268;0;0;5.682798;2.280801
268;0;2;7.320987;1.72146
268;0;0;5.992162;1.094792
269;1;2;1.232234;7.45785
269;1;1;7.995502;7.542874
269;1;1;7.055257;8.169672
269;1;2;5.397877;6.461511
269;1;1;7.044048;7.478632
269;0;1;8.169118;1.229472
269;0;0;5.127316;1.022711
269;0;1;4.691366;2.355533
269;0;2;4.794701;1.591419
269;0;1;4.987196;0.6700814
269;0;1;7.035122;2.225155
269;0;0;7.02875;1.541431
270;1;2;4.265935;7.465851
270;1;1;2.34426;8.598804
270;1;1;7.866145;8.195623
270;1;1;5.892598;7.035238
270;1;2;2.394187;7.724483
270;0;2;2.940207;1.511999
270;0;1;8.232353;1.198033
270;0;1;6.915189;1.394413
270;0;1;1.032775;0.71727
270;0;1;7.299898;0.9193549
270;0;1;1.549694;0.7496582
270;0;0;3.10763;2.265602
271;1;2;7.811051;8.404208
271;1;1;7.377079;7.004556
271;1;1;1.603112;9.018634
271;1;2;6.347718;6.534915
271;1;1;3.970282;7.01192
271;0;0;7.47936;1.433632
271;0;0;3.640884;1.684737
271;0;1;4.053962;2.19791
271;0;1;7.654452;1.984182
271;0;1;4.475519;1.149493
271;0;2;2.537688;2.132282
271;0;2;2.121542;1.17303
272;1;1;6.643981;7.735119
272;1;1;7.842788;9.278856
272;1;1;7.805911;6.527847
272;1;1;4.977019;7.275643
272;1;2;3.511025;7.092093
272;0;0;4.508828;1.059818
272;0;0;1.386778;0.8262122
272;0;1;5.729129;0.7208453
272;0;0;1.965158;0.5296658
272;0;2;4.154804;0.719578
272;0;1;4.956376;1.354638
272;0;1;3.165267;1.192181
272;0;0;5.126782;0.8947961
273;1;2;2.657949;7.610339
273;1;1;6.572593;8.532475
273;1;2;6.457846;6.737406
273;1;2;1.090376;8.366328
273;0;0;7.643793;1.539352
273;0;1;4.110211;1.21507
273;0;0;1.808981;1.510833
273;0;2;4.843333;1.040839
273;0;0;5.369139;1.013009
273;0;1;1.170585;1.30778
273;0;1;2.371168;1.577116
273;0;0;6.852708;1.230249
274;1;2;3.996663;6.897218
274;1;1;8.043883;8.508004
274;1;2;1.095048;8.333678
274;1;2;2.208215;6.502894
274;0;0;5.821534;2.484715
274;0;0;6.44789;1.869208
274;0;2;7.437127;1.519356
274;0;0;7.245523;1.274089
274;0;2;4.046165;1.454929
274;0;0;7.587461;1.139776
274;0;0;7.179268;2.359119
274;0;0;5.164832;0.9589476
275;1;1;5.087008;6.348372
275;1;2;2.875078;7.200878
275;1;2;8.170969;7.146479
275;1;2;3.981666;7.906192
275;0;0;7.761537;2.08647
275;0;2;5.01595;2.286445
275;0;1;7.504229;1.256686
275;0;1;3.674209;2.220817
275;0;1;3.015548;2.255199
275;0;2;4.453773;1.615522
275;0;0;5.570091;1.059332
276;1;2;5.435309;7.536344
276;1;1;8.13267;9.26213
276;1;1;1.050515;9.006878
276;1;1;2.398201;7.173874
276;1;1;8.234218;8.595599
276;0;0;0.8402758;0.7200354
276;0;2;7.455649;1.025689
276;0;1;6.114457;1.929972
276;0;2;3.231346;0.8346223
276;0;1;8.021878;2.408223
276;0;2;1.624595;1.145816
277;1;1;8.170515;8.433386
277;1;2;7.722776;7.663585
277;1;2;2.048466;8.048862
277;1;1;4.646502;7.550986
277;1;1;7.058331;6.851295
277;0;1;2.5035;1.828032
277;0;0;0.7018254;1.205021
277;0;2;1.2399;1.777561
277;0;2;3.950129;2.266635
277;0;1;2.786549;1.837292
277;0;0;5.317296;1.792533
277;0;1;0.7003236;1.752946
278;1;2;7.870482;8.511542
278;1;2;2.153633;8.158985
278;1;2;2.93074;6.406313
278;1;2;7.057135;9.154366
278;0;2;1.600071;2.172701
278;0;2;2.910099;2.33231
278;0;2;2.390062;1.662412
278;0;2;3.935581;2.091462
278;0;2;7.465165;2.096032
279;1;1;1.401557;6.522172
279;1;1;7.938302;6.365043
279;1;2;7.503729;9.133273
279;1;1;6.959956;7.740202
279;1;1;2.991743;7.055623
279;0;2;8.599703;1.874051
279;0;0;8.63026;0.9418298
279;0;1;4.037669;1.761204
279;0;2;4.90369;2.2318
279;0;2;1.357189;1.988319
279;0;1;5.430976;2.340945
280;1;2;1.30306;7.436636
280;1;1;7.69775;9.105803
280;1;1;7.686409;8.377566
280;1;2;3.337093;7.873424
280;1;1;4.31455;6.47214
280;0;1;7.620588;1.892058
280;0;2;4.661306;1.709326
280;0;0;6.090086;2.051112
280;0;2;6.759892;2.216692
280;0;1;8.109472;1.398368
280;0;0;5.258771;2.024789
280;0;0;7.63376;1.527176
281;1;1;2.254076;6.664223
281;1;2;3.811035;7.420452
281;1;2;8.143343;9.242716
281;1;2;3.965827;6.559212
281;0;1;0.7557223;0.8801
281;0;0;2.47939;1.346903
281;0;1;7.4733;1.6633
281;0;1;5.838304;2.515111
281;0;0;5.151188;0.887745
281;0;1;5.531891;1.178192
281;0;0;4.695103;1.666681
281;0;1;8.534064;0.7351513
282;1;2;3.358484;7.699626
282;1;1;4.669673;7.178688
282;1;2;1.8431;8.117645
282;1;2;6.669824;7.218628
282;0;1;6.617733;0.9143176
282;0;1;5.276037;1.406245
282;0;1;7.538539;0.8387907
282;0;1;7.564953;1.671883
282;0;2;6.20629;1.216608
282;0;1;4.329357;2.264192
282;0;1;8.657234;0.5625975
283;1;2;7.764104;9.233869
283;1;1;7.416334;7.070963
283;1;2;2.417745;8.455778
283;1;1;6.388058;7.133767
283;1;1;1.074803;7.52526
283;0;0;3.057234;1.418213
283;0;1;2.569191;1.30549
283;0;2;7.57165;2.329459
283;0;2;6.278686;0.6534567
283;0;0;3.523996;0.819903
283;0;0;1.431562;1.993645
283;0;1;5.863211;0.9230564
284;1;1;7.493191;9.080548
284;1;1;7.678342;7.565638
284;1;2;7.998228;6.502728
284;1;2;1.609435;8.578388
284;1;1;5.081907;6.903879
284;0;0;2.232776;2.228377
284;0;2;5.489502;1.446195
284;0;0;1.142054;1.542526
284;0;0;2.745979;2.183217
284;0;0;3.671912;2.313173
284;0;1;7.539062;1.27259
284;0;0;7.109056;0.8769116
284;0;1;4.683623;1.405132
285;1;1;8.412063;9.022161
285;1;1;5.107189;7.232785
285;1;2;7.653232;8.099862
285;1;2;2.496743;6.532391
285;1;1;7.39593;6.597899
285;0;2;2.778291;2.330663
285;0;1;5.494791;2.279436
285;0;1;7.362361;2.479125
285;0;2;3.781058;1.527505
285;0;1;8.009761;1.566685
285;0;0;5.49226;0.4523302
285;0;0;4.215192;0.5681762
286;1;2;7.793072;9.237152
286;1;1;4.904815;7.629818
286;1;1;2.821848;7.577584
286;1;1;6.562691;7.298071
286;1;1;7.75525;6.998431
286;0;0;7.011644;1.81381
286;0;0;2.303603;2.1294
286;0;0;1.336401;2.298826
286;0;0;6.643186;1.180771
286;0;1;1.131137;1.841958
286;0;1;6.170053;1.383451
286;0;2;3.134085;2.519553
286;0;0;8.362267;2.021338
287;1;2;7.828917;8.112523
287;1;2;2.623966;7.628531
287;1;1;6.669912;7.400388
287;1;1;4.457817;7.2417
287;1;1;3.909542;6.474612
287;0;0;7.524918;2.066498
287;0;1;2.823181;2.463887
287;0;2;4.862402;1.815903
287;0;1;1.093707;2.477861
287;0;0;4.389355;0.6576605
287;0;1;3.065111;1.768933
287;0;0;4.254153;2.08366
287;0;0;5.061301;1.178619
288;1;1;7.604247;7.142037
288;1;2;3.729167;7.590215
288;1;2;5.719008;6.335741
288;1;1;1.842296;9.1796
288;1;1;8.333058;6.585509
288;0;1;5.989205;1.927354
288;0;1;5.281959;2.441546
288;0;0;0.9064253;1.493083
288;0;0;8.381564;1.907213
288;0;2;7.079788;1.077635
288;0;2;6.39571;1.169634
288;0;0;4.603602;0.516511
289;1;2;8.316423;6.99303
289;1;1;6.199397;6.885551
289;1;1;3.851282;6.762732
289;1;1;4.905043;7.615506
289;1;2;1.067852;8.895549
289;0;1;3.529448;1.561675
289;0;2;0.7974914;1.318004
289;0;2;5.316306;0.7584985
289;0;0;8.370197;1.971297
289;0;0;4.399564;0.7749802
289;0;1;3.579417;0.7914546
289;0;1;5.556807;1.56254
290;1;2;1.413731;8.694448
290;1;1;1.827531;7.213899
290;1;1;8.281749;7.913198
290;1;2;5.02979;6.9005
290;1;1;3.357711;6.420657
290;0;1;5.850906;2.2326
290;0;1;1.961112;1.311533
290;0;1;2.522879;0.5191815
290;0;0;3.310514;1.546867
290;0;2;4.28446;0.7080042
290;0;0;0.6874933;1.394025
290;0;0;2.920804;0.494537
290;0;0;4.700337;2.258665
291;1;1;7.201613;8.932834
291;1;2;1.494258;8.676114
291;1;1;1.255242;7.56773
291;1;2;3.853747;7.359562
291;1;1;7.015754;7.513269
291;0;2;3.617417;1.419952
291;0;1;2.174407;2.064591
291;0;2;4.134427;1.254667
291;0;1;2.886459;0.727706
291;0;2;6.496305;0.5110285
291;0;0;5.202087;1.909103
292;1;2;1.659366;7.327039
292;1;1;4.93222;6.736523
292;1;2;1.411499;6.483879
292;1;1;7.591529;6.989516
292;1;1;2.468685;9.281885
292;0;0;4.444478;1.948699
292;0;0;4.481337;1.50345
292;0;2;5.349555;0.5205852
292;0;2;4.917485;1.828355
292;0;0;3.540844;0.6131343
292;0;1;2.836519;1.466996
292;0;0;7.647715;0.619171
293;1;2;8.055179;8.395431
293;1;2;4.60255;6.908824
293;1;1;6.78633;8.510774
293;1;2;8.267754;7.292425
293;0;1;2.311648;1.41346
293;0;1;8.060267;1.779554
293;0;0;1.958282;1.988041
293;0;2;6.295838;0.5246504
293;0;0;7.718145;0.9664885
293;0;0;4.444738;1.130265
293;0;2;1.94258;0.9312708
294;1;1;8.04811;9.291665
294;1;1;6.587086;7.946483
294;1;2;8.09867;7.36485
294;1;1;5.335848;7.97956
294;1;1;3.558122;7.089826
294;0;2;3.007568;0.58764
294;0;1;1.034134;2.455295
294;0;1;6.161767;0.549529
294;0;0;1.926946;0.7187977
294;0;1;8.580816;2.272808
294;0;1;5.463204;1.011626
294;0;1;7.374752;1.150915
295;1;1;3.963272;7.008299
295;1;1;2.278513;7.804071
295;1;2;6.227063;6.382479
295;1;1;1.490694;7.04295
295;1;1;7.735465;6.903346
295;0;2;8.217844;1.796718
295;0;2;7.638938;1.09365
295;0;2;5.570473;2.352979
295;0;2;3.70282;0.9922549
295;0;1;4.935293;1.887918
296;1;1;5.197647;7.164756
296;1;1;7.495187;7.730835
296;1;1;1.090695;6.676472
296;1;2;6.317923;6.539331
296;1;2;1.958714;9.101358
296;0;0;5.797567;2.222379
296;0;0;3.173219;2.375396
296;0;2;4.987515;2.373776
296;0;0;6.360267;0.8212494
296;0;2;7.855261;1.3547
296;0;2;6.366319;1.515316
296;0;0;5.107528;1.803685
297;1;1;1.667763;8.890336
297;1;2;8.282207;7.963333
297;1;2;6.145435;7.686439
297;1;2;2.973094;7.349203
297;0;0;7.029243;0.5319847
297;0;2;1.96471;2.080047
297;0;0;4.306961;0.8838425
297;0;1;6.549448;1.47343
297;0;0;8.007938;0.7707071
297;0;1;8.575294;2.434444
297;0;0;3.129069;2.118988
297;0;1;5.393917;2.025958
298;1;1;2.326839;9.118946
298;1;2;4.349773;7.051223
298;1;2;8.082337;7.60962
298;1;1;5.641578;7.854596
298;1;1;8.040117;6.531085
298;0;2;4.23793;1.274766
298;0;1;6.284367;1.361046
298;0;1;5.062893;1.580045
298;0;0;2.294312;2.119559
298;0;1;1.231316;1.99311
298;0;1;2.595158;1.850289
298;0;0;2.939061;0.7233774
299;1;2;7.067938;7.781252
299;1;2;2.325687;7.147804
299;1;2;5.070628;6.583245
299;1;1;1.250071;7.230766
299;0;0;7.883976;0.6633856
299;0;1;2.94232;1.452256
299;0;0;1.841999;1.508965
299;0;0;4.022009;0.8290845
299;0;1;1.803072;2.039975
299;0;0;5.058374;1.329775
299;0;1;4.780798;1.803389
299;0;0;6.559707;2.096106
299;0;0;4.375881;0.6441138
300;1;2;8.198765;7.553947
300;1;1;4.599692;6.466362
300;1;2;1.875167;6.808441
300;1;2;3.739139;7.376121
300;0;1;7.009435;2.32262
300;0;1;2.143569;1.333831
300;0;1;8.214865;1.52023
300;0;2;8.374185;0.5909246
300;0;0;3.17381;1.515834
300;0;0;3.957016;1.694165
300;0;2;5.388495;1.372979
301;1;1;1.387254;7.516984
301;1;1;3.327853;7.111603
301;1;1;6.760343;9.319196
301;1;1;3.971311;6.330133
301;1;2;6.76957;7.519828
301;0;1;5.39193;1.683563
301;0;0;2.44408;1.912852
301;0;0;3.987116;2.222377
301;0;1;2.976018;1.38886
301;0;2;4.558331;2.090629
301;0;1;8.030657;0.6105806
301;0;2;2.302017;2.339635
302;1;1;8.099936;8.701161
302;1;2;4.438292;6.764377
302;1;2;2.036438;7.788391
302;1;2;1.150469;6.801695
302;0;0;6.785294;1.924432
302;0;2;8.381685;1.815551
302;0;2;1.157587;1.315952
302;0;2;3.984425;1.926967
302;0;1;6.30706;1.419648
302;0;0;2.097478;1.638947
303;1;1;7.082552;6.925705
303;1;1;5.340159;7.983621
303;1;1;7.161038;6.493621
303;1;2;3.729678;6.553404
303;1;1;8.412049;7.053007
303;0;1;6.138381;2.044941
303;0;0;4.772403;1.627849
303;0;0;4.177996;1.457739
303;0;2;0.8441911;0.6775857
303;0;1;2.75508;1.378792
303;0;2;6.141892;1.434952
303;0;0;5.725656;1.454263
304;1;2;1.226671;8.099726
304;1;2;3.870594;6.71069
304;1;1;7.353699;8.894344
304;1;1;8.090605;6.724411
304;1;1;5.953995;6.886187
304;0;0;6.013555;0.9883753
304;0;1;7.699386;0.4599291
304;0;0;8.081422;1.898409
304;0;0;6.800804;1.141948
304;0;1;1.690092;1.480136
304;0;0;1.88724;0.5341054
304;0;2;3.286738;2.039254
304;0;0;2.440377;2.190027
305;1;2;1.691947;7.094244
305;1;2;7.788124;7.349645
305;1;2;6.953592;9.245653
305;1;2;7.243158;7.968957
305;0;2;8.064227;2.270183
305;0;2;1.121254;1.149933
305;0;1;8.117549;1.858833
305;0;2;3.760781;1.85398
305;0;2;6.610988;0.7816968
306;1;2;1.047414;6.830328
306;1;1;6.424444;7.510933
306;1;2;1.798255;9.057646
306;1;2;4.191645;7.266654
306;0;2;2.404926;2.293735
306;0;0;7.476461;1.388341
306;0;0;0.796051;0.55541
306;0;1;5.294636;2.094459
306;0;0;4.00068;1.005428
306;0;1;2.561161;1.460629
306;0;0;7.156333;1.989243
306;0;1;7.42555;0.4770107
307;1;1;2.122421;7.606048
307;1;1;4.259611;6.821789
307;1;2;6.109466;7.785994
307;1;2;7.277738;9.265611
307;1;1;8.351263;6.625008
307;0;2;6.439167;1.163207
307;0;0;1.743073;1.196489
307;0;0;3.221093;0.8033782
307;0;1;2.26016;2.398481
307;0;0;1.868819;1.930597
307;0;0;6.024668;1.600668
307;0;2;7.318023;1.889304
308;1;1;7.457255;6.346317
308;1;1;6.638403;8.611754
308;1;2;2.658557;7.031765
308;1;2;4.845113;7.531393
308;1;1;6.275049;6.327003
308;0;0;4.741168;1.180125
308;0;0;0.8808309;1.100842
308;0;0;6.509356;1.536831
308;0;1;1.793929;1.986066
308;0;1;6.560428;2.213089
308;0;2;5.866888;2.249558
308;0;1;3.50739;2.417885
308;0;0;8.428227;0.7344028
309;1;1;1.436187;7.434512
309;1;1;2.707572;7.416071
309;1;2;6.062511;6.460601
309;1;2;8.151516;8.348063
309;1;1;6.661598;9.209399
309;0;1;6.147289;1.592975
309;0;1;2.361587;1.457912
309;0;0;8.612751;2.188107
309;0;1;5.665771;1.851368
309;0;1;3.647443;1.544573
309;0;1;1.584904;2.149851
309;0;0;4.5861;0.6886768
309;0;1;4.350641;1.173264
310;1;1;6.6003;8.701662
310;1;1;2.452003;6.458842
310;1;2;4.917517;7.261695
310;1;2;7.881749;8.768469
